,Nama,Parti,Jawatan dalam Parlimen,Jawatan dalam Kabinet,Tempat Duduk,Parlimen,Kawasan,Negeri,No. Telefon,No. Faks,Email,Alamat Surat-menyurat,image_URL,,MAKLUMAT,Media Sosial
130,Datuk Seri Dr. Haji Dzulkefly bin Ahmad,PH - AMANAH,,,E-35,P096,Kuala Selangor,Selangor,,,arrawdah@gmail.com,"12, Jalan Topaz 7/4,Seksyen 7, 40000, Shah Alam, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.096-KUALA SLEANGOR.png,,MAKLUMAT,
131,Tuan M. Kulasegaran,PH - DAP,,,F-5,P065,Ipoh Barat,Perak,05-5253001,05-5062708,ipoh2010@yahoo.com,"No.1, Jalan Tun Abdul Razak(Maxwel Road), Taman Idris,30100 Ipoh, Perak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.065-IPOH BARAT.png,,MAKLUMAT,
132,Dato Johari bin Abdul,PH - PKR,,,G-11,P015,Sungai Petani,Kedah,04-4317366,04-4317351,johariabdul555@gmail.com,"No.1, Lorong BLM 5/26, Bandar Laguna Merbok, 08000 Sg. Petani, Kedah",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.015-Sungai Petani.png,,MAKLUMAT,
133,Datuk Mohd Azis bin Jamman,WARISAN,,,G-21,P171,Sepanggar,Sabah,010-5472921,,azisjms@yahoo.com,"Lot 10, B-1-2, Alamesra Plaza Utama,Jalan Sulaman,88400 Kota Kinabalu, Sabah.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.171-SEPANGGAR.png,,MAKLUMAT,
134,Dato Mahfuz bin Haji Omar,PH - AMANAH,,,F-13,P008,Pokok Sena,Kedah,,,mahfuz4555@yahoo.com,"No.11, Taman Al Walid, Jalan Langgar,05460, Alor Setar, Kedah Darul Aman.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.008-Pokok Sena.png,,MAKLUMAT,
135,Tengku Zulpuri Shah bin Raja Puji,PH - DAP,,,G-20,P080,Raub,Pahang,09-3551880,09-3551880,tengkuzulpuri@gmail.com,"Lot 149E, Jalan Gajah 8, Kampung Kubu,47000 Sungai Buloh, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.080-RAUB.png,,MAKLUMAT,
136,Tuan Nik Nazmi bin Nik Ahmad,PH - PKR,,,E-17,P118,Setiawangsa,Kuala Lumpur,03-41314293,,niknazmi@niknazmi.com,"Pusat Khidmat Rakyat Parlimen Setiawangsa No 3-1, Rampai Business Park, Jalan Niaga 5, 53300 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.118-SETIAWANGSA.png,,MAKLUMAT,
137,Puan Isnaraissah Munirah binti Majilis @ Fakharudy,WARISAN,,,E-52,P169,Kota Belud,Sabah,088-973991,,munirahmajilis@yahoo.com/ parlimen169@gmail.com,"Pusat Khidmat Rakyat Parlimen Kota Belud, Lot 19, First Floor, Block C, Kompleks Alapbana,89158 Kota Belud, Sabah.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.169-KOTA BELUD.png,,MAKLUMAT,
138,Datuk Wira Haji Mohd. Anuar Mohd. Tahir,PH - AMANAH,,,E-57,P088,Temerloh,Pahang,03-62421511,03-62421577,sekretariat@amanah.org.my,"Wisma Amanah Negara,No.73-1,Tingkat 1, Jalan Seri Utara,Off Jalan Ipoh,68100 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.088-TEMERLOH.png,,MAKLUMAT,
139,Tuan Lim Guan Eng,PH - DAP,,,G-3,P043,Bagan,Pulau Pinang,,,limguaneng@gmail.com,"No.25, Pinhorn Road,Georgetown,11600 Penang.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.043-BAGAN.png,,MAKLUMAT,
140,Dato Abdullah Sani bin Abdul Hamid,PH - PKR,,,F-17,P109,Kapar,Selangor,03-33625544,03-33596111,mpkapar109@gmail.com,"Pejabat Parlimen Kapar, 50-G (Ground) & 50-2 (2nd Floor) Jalan Sungai Agas 6A/KU3, Taman Sungai Pinang 42100 Klang Selangor",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.109-KAPAR.png,,MAKLUMAT,
141,Tuan MaMun bin Sulaiman,WARISAN,,,E-60,P191,Kalabakan,Sabah,089-777191,,mamunsulaiman1965@gmail.com,"TB4044, Taman Berkeley KM2, Jalan Apas, 91000 Tawau, Sabah",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.191-KALABAKAN.png,,MAKLUMAT,
142,Datuk Wira Dr. Mohd Hatta bin Md Ramli,PH - AMANAH,,,E-23,P074,Lumut,Perak,,,benramli2000@yahoo.com,"3441, Persiaran Kasawari 1, Desa Haras, Hulu Klang,68000 Ampang,Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.074-LUMUT.png,,MAKLUMAT,
143,Puan Teresa Kok,PH - DAP,,,F-7,P122,Seputeh,Kuala Lumpur,03-79836768,03-79837576,ybteresakok1@gmail.com,"28-3A, Tingkat 4, Sri Desa Entrepreneur's Park, Jalan Kuchai Maju, 58200 KUALA LUMPUR.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.122-SEPUTEH.png,,MAKLUMAT,
144,Tuan Ahmad Fahmi bin Mohamed Fadzil,PH - PKR,,,G-25,P121,Lembah Pantai,Kuala Lumpur,03-22422757/2758/2759,03-22422755,fahmi@fahmifadzil.com,"Pejabat Ahli Parlimen Lembah Pantai,Unit 1-13,Centrio Pantai Hillpark,No.1, Jalan Pantai Murni,Kg.Kerinci,59200 KUALA LUMPUR.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.121-LEMBAH PANTAI.png,,MAKLUMAT,
145,Tuan Haji Ahmad bin Hassan,WARISAN,,,D-57,P175,Papar,Sabah,,,ahfeeraahmad@yahoo.com,"HSE No. 40, Lorong 1, Taman Sahabat, 88300 Penampang, Sabah.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.175-PAPAR.png,,MAKLUMAT,
146,Tuan Mohamed Hanipa bin Maidin,PH - AMANAH,,,G-26,P113,Sepang,Selangor,,,hanipamaidin12@gmail.com,"No.23, Jalan SG 1/29, Taman Sri Gombak, 68100 Batu Caves, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.113-SEPANG.png,,MAKLUMAT,
147,Tuan Nga Kor Ming,PH - DAP,,,G-13,P076,Teluk Intan,Perak,05-2531532,05-2535803,dapperak@gmail.com,"48, Medan Istana 1, Bandar Ipohraya, 30000 Ipoh, Perak",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.076-TELUK INTAN.png,,MAKLUMAT,
148,Puan Fuziah binti Salleh,PH - PKR,,,G-16,P083,Kuantan,Pahang,09-5130518,,pejparlimenp083@gmail.com,"PEJABAT AHLI PARLIMEN KUANTAN, A-3,TINGKAT 1, KUANTAN AVENUE, JALAN BESERAH, 25150 KUANTAN, PAHANG DARUL MAKMUR.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.083-KUANTAN.png,,MAKLUMAT,
149,Datuk Rozman bin Isli,WARISAN,,,D-58,P166,Labuan,Labuan,087-504094,,rozmanisli@gmail.com,"Lot F02,Tingkat 1, Terminal Feri Antarabangsa Labuan,87008 Wilayah Persekutuan Labuan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.166-LABUAN.png,,MAKLUMAT,
150,Datuk Haji Hasanuddin bin Mohd Yunus,PH - AMANAH,,,E-14,P101,Hulu Langat,Selangor,03-87411117,03-62071547,parlimen.hululangat@amanah.org.my,No. 29 Jalan TTDI Grove 7/1 Seksyen 9 Taman TTDI Grove 43000 Kajang Selangor,https://www.parlimen.gov.my//images/webuser/ahli/2013/P.101-HULU LANGAT.png,,MAKLUMAT,
151,Tuan Sivakumar Varatharaju Naidu,PH - DAP,,,G-28,P066,Batu Gajah,Perak,05-2882105,05-2882105,sivakumarmpbg@gmail.com,"Pusat Khidmat Masyarakat Parlimen Batu Gajah, No. 42A Laluan Saujana 1, Taman Saujana, 31000 Batu Gajah,Perak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.066-BATU GAJAH.png,,MAKLUMAT,
152,Tuan Fong Kui Lun,PH - DAP,,,G-10,P120,Bukit Bintang,Kuala Lumpur,03-21412762,03-21449440,kuilun@yahoo.com / dapbukitbintang@gmail.com,"8A, Lorong Brunei 2, Off Jalan Pudu, 55100 Kuala Lumpur",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.120-BUKIT BINTANG.png,,MAKLUMAT,
153,Tuan Sivarasa a/l K. Rasiah,PH - PKR,,,F-15,P107,Sungai Buloh,Selangor,03-61571842,,sivarasa.rasiah@gmail.com,"No.3, Jalan 14/51, 46100 Petaling Jaya, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.107-SUNGAI BULOH.png,,MAKLUMAT,
154,Datuk Dr. Hasan bin Bahrom,PH - AMANAH,,,D-43,P133,Tampin,Negeri Sembilan,06-4410196,06-4410196,hasanbahrom@gmail.com,"Pusat Khidmat Masyarakat Ahli Parlimen Tampin, No. 41, Tingkat Satu, Jalan Besar Tampin, 73000 Tampin, Negeri Sembilan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.133-TAMPIN.png,,MAKLUMAT,
155,Dato Ngeh Koo Ham,PH - DAP,,,G-24,P068,Beruas,Perak,019-5506773,,ngehkooham@gmail.com,"Lot 1935, Kampung Baru, 32400 Ayer Tawar, Perak Darul Ridzwan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.068-BERUAS.png,,MAKLUMAT,
156,Tuan William Leong Jee Keen,PH - PKR,,,F-11,P097,Selayang,Selangor,03-6138 8088,03-6138 8088,wileong97@gmail.com,"Pusat Khidmat Rakyat Parlimen Selayang No. 16A, Jalan 2/12 Dataran Templer, 68100 Batu Caves, Selangor.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.097-SELAYANG.png,,MAKLUMAT,
157,Tuan Loke Siew Fook,PH - DAP,,,F-12,P128,Seremban,Negeri Sembilan,06-7634525,06-7646610,siewfook@gmail.com / mpseremban128@gmail.com,"No.447,Tingkat Bawah, Jalan Tun Dr. Ismail,70200 Seremban, Negeri Sembilan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.128-SEREMBAN.png,,MAKLUMAT,
158,Dr. Lee Boon Chye,PH - PKR,,,F-8,P071,Gopeng,Perak,05-3110656,05-3110656,parlimen.gopeng@gmail.com,"Pusat Khidmat Rakyat Parlimen Gopeng 78, Lebuh Lapangan Siber 2, Bandar Cyber, 31350 Ipoh, Perak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.071-GOPENG.png,,MAKLUMAT,
159,Tuan Su Keong Siong,PH - DAP,,,E-40,P070,Kampar,Perak,05-4684611,05-3216186,mr.thomassu@gmail.com,"No. 11A, Laluan Batu Sinar 2, Kampar Sentral, Kampar 31900, Perak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.070-KAMPAR.png,,MAKLUMAT,
160,Tuan Sim Tze Tzin,PH - PKR,,,E-31,P052,Bayan Baru,Pulau Pinang,04-6553088,04-6553088,bayanbarump@gmail.com,"No.19, Jalan Sungai Dua,11709, Gelugor, Pulau Pinang.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.052-BAYAN BARU.png,,MAKLUMAT,
161,Tuan Khoo Poay Tiong,PH - DAP,,,E-25,P138,Kota Melaka,Melaka,06-2644945/0111-0660567,,ptkhoo70@gmail.com,"12, Jalan KLJ 8, Taman Kota Laksamana Jaya, 75200 Melaka.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.138-KOTA MELAKA.png,,MAKLUMAT,
162,Dr. Azman bin Ismail,PH - PKR,,,E-10,P010,Kuala Kedah,Kedah,,,pkked2@gmail.com,"410, Jalan Kenanga 10, Taman Seri Ampang, 05050 Alor Setar, Kedah Darul Aman.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.010-Kuala Kedah.png,,MAKLUMAT,
163,Tuan Tony Pua Kiam Wee,PH - DAP,,,G-18,P106,Damansara,Selangor,03-77260441,03-77260443,tonypua@yahoo.com,"55-M, Jalan SS 21/1A, Damansara Utama, 47400 Petaling Jaya, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.106-DAMANSARA.png,,MAKLUMAT,
164,Puan Nurul Izzah binti Anwar,PH - PKR,,,F-3,P044,Permatang Pauh,Pulau Pinang,04-5221463,04-5211141,mp@nurulizzah.com,"Pusat Khidmat Rakyat Permatang Pauh, Bangunan Yayasan Aman Kubang Semang 14400 Pulau Pinang",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.044-PERMATANG PAUH.png,,MAKLUMAT,
165,Puan Yeo Bee Yin,PH - DAP,,,F-20,P145,Bakri,Johor,06-9592116,,yeobeeyindap@gmail.com,"Pusat Khidmat Rakyat Parlimen Bakri,No.20, Tingkat 2, Jalan Mega 1, Pusat Perdagangan Mega, Jalan Fakeh, 84000 Muar, Johor Darul Takzim.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.145-BAKRI.png,,MAKLUMAT,
166,Dr. Michael Teo Yu Keng,PH - PKR,,,G-19,P219,Miri,Sarawak,085-414625,085-425512,mic4848@hotmail.com,"Pusat Khidmat Parlimen Miri,Lot 1158,Jalan Sri Dagang, Tingkat Dua, Water front Commercial Centre, 98000 Miri, Sarawak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.219-MIRI.png,,MAKLUMAT,
167,Dr. Ong Kian Ming,PH - DAP,,,F-18,P102,Bangi,Selangor,03-87401108,03-87401108,ongkianming.office@gmail.com / im.ok.man@gmail.com,"67A, Tingkat 1, Taman Sri Reko,Jalan Reko,43000 Kajang, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.102-BANGI.png,,MAKLUMAT,
168,Datin Paduka Dr. Tan Yee Kew,PH - PKR,,,F-6,P116,Wangsa Maju,Kuala Lumpur,03-41444342,,wangsamaju.tyk@gmail.com,"20-2, Tingkat 2, Blok B,Platinum Walk, Jalan Ibukota Off Jalan Genting Klang, Wangsa Maju,53300 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.116-WANGSA MAJU.png,,MAKLUMAT,
169,Puan Teo Nie Ching,PH - DAP,,,G-22,P163,Kulai,Johor,07-6639842,,teonieching.office@gmail.com,"Pusat Khidmat Rakyat Parlimen Kulai, 58-4, Jalan Tropika 1, Taman Tropika, 81000 Kulai, Johor Darul Takzim.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.163-KULAI.png,,MAKLUMAT,
170,Tuan Wong Chen,PH - PKR,,,F-19,P104,Subang,Selangor,03-80807918,03-80824919,mp@wongchen.com,"Pusat Khidmat Rakyat Parlimen Subang, No.2-12, Jalan Cenuk 1, Bandar Puchong Jaya, 47100 Puchong, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.104-SUBANG.png,,MAKLUMAT,
171,Tuan Lim Kit Siang,PH - DAP,,,G-5,P162,Iskandar Puteri,Johor,03-92005000,03-92007000,limkitsiang@gmail.com,"Ibu Pejabat Kebangsaan Parti Tindakan Demokratik, Jalan Yew, 55100 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.162-ISKANDAR PUTERI.png,,MAKLUMAT,
172,Puan Maria Chin binti Abdullah,PH - PKR,,,E-50,P105,Petaling Jaya,Selangor,03-77725931,TIADA,mariaparlimen@gmail.com,"Pejabat Ahli Parlimen P105 Petaling Jaya, No.60-1(First Floor), Jalan PJS 1/50, Petaling Utama Avenue, 46150 Petaling Jaya, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/Petaling Jaya.png,,MAKLUMAT,
173,Tuan Wong Kah Woh,PH - DAP,,,E-19,P064,Ipoh Timur,Perak,05-5482907,05-5482907,mp.wongkahwoh@gmail.com,"Wisma Impianan @ No. 574 Jalan Pasar, Kampung Simee, 31400 Ipoh, Perak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.064-IPOH TIMUR.png,,MAKLUMAT,
174,Datuk Liew Chin Jin,PH - PKR,,,E-27,P190,Tawau,Sabah,088-247452,088-247453,ybchristinaliew@gmail.com,"No. 602, Jalan Sang Kancil Satu, 88300 Kota Kinabalu, Sabah",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.190-TAWAU.png,,MAKLUMAT,
175,Tuan Lim Lip Eng,PH - DAP,,,E-33,P114,Kepong,Kuala Lumpur,03-62428606,03-62423606,parlimenkepong@gmail.com,"G4 & 1-4, Vista Magna,Jalan Prima 1,Metro Prima,Jalan Kepong,52100 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.114-KEPONG.png,,MAKLUMAT,
176,Tuan Syed Ibrahim bin Syed Noh,PH - PKR,,,E-15,P144,Ledang,Johor,013-6944462,,syed1820@gmail.com,"Tingkat 1, No. 6A, Taman Emas, Jalan Sialang, 84900 Tangkak, Johor Darul Takzim.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.144-LEDANG.png,,MAKLUMAT,
177,Tuan Charles Anthony Santiago,PH - DAP,,,E-29,P110,Klang,Selangor,603-33232122,603-33243096,charlessantiago@gmail.com,"No. 2A Jalan Bayu Tinggi 8/KS6, Batu Unjur, 41200 Klang, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.110-KLANG.png,,MAKLUMAT,
178,Tuan Kesavan a/l Subramaniam,PH - PKR,,,D-49,P062,Sungai Siput,Perak,05-5980062,05-5981062,kesavan.sgsiput@gmail.com,"Lot No.81, Batu 10, Jalan Hutan Melintang 36400, Hutang Melintang, Perak",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.062-SUNGAI SIPUT.png,,MAKLUMAT,
179,Puan Alice Lau Kiong Yieng,PH - DAP,,,F-16,P211,Lanang,Sarawak,084-336671,084-318219,alicelky81@gmail.com,"No.7, Jalan Sebuyau, 96000 Sibu, Sarawak",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.211-LANANG.png,,MAKLUMAT,
180,Tuan Chang Lih Kang,PH - PKR,,,G-12,P077,Tanjong Malim,Perak,05-4520221,05-3213014,changlihkang@gmail.com,"7, Persiaran Bunga Saroja 3, Taman Melor, 31650 Ipoh, Perak Darul Ridzwan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.077-TANJONG MALIM.png,,MAKLUMAT,
181,Puan Kasthuriraani a/p Patto,PH - DAP,,,E-16,P046,Batu Kawan,Pulau Pinang,04-5681638,04-5681637,kasthuripatto1638@gmail.com,"Pusat Khidmat Rakyat Parlimen Batu Kawan, No.12, Jalan Bukit Tambun, Taman Kasawari, 14100 Simpang Ampat, Pulau Pinang.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.046-BATU KAWAN.png,,MAKLUMAT,
182,Puan Nor Azrina binti Surip,PH - PKR,,,F-21,P014,Merbok,Kedah,04-4445110,,nurin.parlimenmerbok@gmail.com,"No. 59, Lorong BLM 6/2, Bandar Laguna Merbok, 08000, Sg. Petani, Kedah Darul Aman.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.014-Merbok.png,,MAKLUMAT,
183,Tuan Oscar Ling Chai Yew,PH - DAP,,,E-44,P212,Sibu,Sarawak,084-322001,084-322001,oscarling1977@gmail.com,"No. 67, 1st & 2nd Floor, Rejang Park Commercial Centre, 96000 Sibu, Sarawak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.212-SIBU.png,,MAKLUMAT,
184,Tuan Wong Ling Biu,PH - DAP,,,E-58,P208,Sarikei,Sarawak,084-653608,084-653608,lingbiuandrewwong@gmail.com,"No. 3, Jalan Tung Yee 2, 96100 Sarikei, Sarawak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.208-SARIKEI.png,,MAKLUMAT,
185,Puan June Leow Hsiad Hui,PH - PKR,,,E-41,P094,Hulu Selangor,Selangor,03-60909520,03-60909520,huluselangorp094@gmail.com,"No.15, Jalan Helikonia, Pusat Perniagaan Helikonia,Sungai Choh, 48000 Rawang, Selangor Darul Ehsan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.094-HULU SELANGOR.png,,MAKLUMAT,
186,Tuan Ramkarpal Singh a/l Karpal Singh,PH - DAP,,,E-13,P051,Bukit Gelugor,Pulau Pinang,,,ramkarpalbg@gmail.com,"No. 144A Jalan Utama, 10450 Georgetown, Pulau Pinang",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.051-BUKIT GELUGOR.png,,MAKLUMAT,
187,Tuan Haji Akmal Nasrullah bin Mohd Nasir,PH - PKR,,,G-15,P160,Johor Bahru,Johor,011-64103206,,khidmatrakyatjb@gmail.com,"Pusat Khidmat Rakyat Johor Bahru,No.50-01,Jalan Idaman 3, Taman Larkin Idaman, 80350 Johor Bahru.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.160-JOHOR BAHRU.png,,MAKLUMAT,
188,Tuan Chan Foong Hin,PH - DAP,,,E-9,P172,Kota Kinabalu,Sabah,088-205164,088-205164,chanfoonghin@gmail.com,"Pusat Khidmat Rakyat Parlimen P.172 Kota Kinabalu, Hse No. 106, Lot 78, Lorong Kijang Luyang Fasa 3, Jalan Kolam, 88300 Kota Kinabalu, SABAH.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.172-KOTA KINABALU.png,,MAKLUMAT,
189,Tuan Chan Ming Kai,PH - PKR,,,E-12,P009,Alor Setar,Kedah,04-7302938,,parlimen.alorsetar@gmail.com,"315B, Jalan Tengah, Off Jalan Putra, 05100 Alor Setar, Kedah Darul Aman.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.009-Alor Setar.png,,MAKLUMAT,
190,Tuan Sim Chee Keong,PH - DAP,,,E-11,P045,Bukit Mertajam,Pulau Pinang,04-5381226,,stevensim.office@gmail.com,"BUKIT MERTAJAM SERVICE CENTRE, G-10 PRECINT 1 @ SUNWAY WELLESLEY, JALAN MUTHU PALANIAPAN,14000 BUKIT MERTAJAM, PULAU PINANG.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.045-BUKIT MERTAJAM.png,,MAKLUMAT,
191,Tuan Noor Amin bin Ahmad,PH - PKR,,,E-46,P002,Kangar,Perlis,04-9762018,,mpkangar14@gmail.com,"25(Tingkat Atas), Jalan Sena Indah,Taman Sena Indah,01000 Kangar, Perlis",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.002-Kangar.png,,MAKLUMAT,
192,Puan Hannah Yeoh,PH - DAP,,,F-22,P117,Segambut,Kuala Lumpur,03-97716864,03-97716865,hannah@hannahyeoh.com,"Pusat Khidmat Rakyat Ahli Parlimen Segambut P117, Lot LG-09A, Level LG, United Point, 10, Jalan Lang Emas, 51200 Kuala Lumpur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.117-SEGAMBUT.png,,MAKLUMAT,
193,Tuan Karupaiya a/l Mutusami,PH - PKR,,,D-55,P017,Padang Serai,Kedah,04-4845104,04-4845104,mkaru.apps@gmail.com,"143, Jalan Cendawan 6, Taman Bayam, 09600 Lunas, Kedah",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.017-Padang Serai.png,,MAKLUMAT,
194,Tuan Mordi Bimol,PH - DAP,,,E-53,P192,Mas Gading,Sarawak,082-764178,,mordibimol@gmail.com,"Aras 1, Lot 731, Blok A, Pekan Bau,94000 Kuching, Sarawak.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.192-MAS GADING.png,,MAKLUMAT,
195,Puan Rusnah binti Aluai,PH - PKR,,,D-41,P136,Tangga Batu,Melaka,06-3370404,06-3370440,rusnahp136@gmail.com,"PUSAT KHIDMAT RAKYAT PARLIMEN TANGGA BATU, No.31, Jalan PE 3, Taman Paya Emas, 76450 Paya Rumput, Melaka.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.136-TANGGA BATU.png,,MAKLUMAT,
196,Tuan Wong Tack,PH - DAP,,,E-48,P089,Bentong,Pahang,,,wongtack2018@gmail.com,"No. 40 B, Tingkat Atas, Jalan Chui Yin, 28700 Bentong, Pahang Darul Makmur.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.089-BENTONG.png,,MAKLUMAT,
197,Puan Hajah Natrah Ismail,PH - PKR,,,D-39,P141,Sekijang,Johor,07-9431682,07-9431813,admin@pkrsekijang.com,"No.19,Jalan Desa 1, Taman Desa, 85000 Segamat,Johor.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.141-SEKIJANG.png,,MAKLUMAT,
198,Dr. Kelvin Yii Lee Wuen,PH - DAP,,,D-45,P195,Bandar Kuching,Sarawak,082-335531,,kelvinyiidap@gmail.com,"97, Lorong Abang Abdul Rahim 5A, 93450 Kuching, Sarawak",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.195-BANDAR KUCHING.png,,MAKLUMAT,
199,Puan Wong Shu Qi,PH - DAP,,,D-47,P152,Kluang,Johor,07-7711778,,mp@wongshuqi.my,"29, Jalan Perniagaan Tasik 1, Pusat Perniagaan Tasik, 86000 Kluang, Johor",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.152-KLUANG.png,,MAKLUMAT,
200,Tuan Hassan bin Abdul Karim,PH - PKR,,,E-43,P159,Pasir Gudang,Johor,07-6881839 / 07-6877952,07-6882369,hassan.abdulkarim51@gmail.com,"No.55B,Kampung Melayu, Pontian Besar Kiri, 82000 Pontian, Johor.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.159-PASIR GUDANG.png,,MAKLUMAT,
201,Tuan Teh Kok Lim,PH - DAP,,,D-52,P060,Taiping,Perak,05-8050672,05-8083100,koklimteh@gmail.com,"101, Tingkat 1, Jalan Taming Sari, 34000 Taiping, Perak Darul Ridzwan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.060-TAIPING.png,,MAKLUMAT,
202,Tuan Awang Husaini bin Sahari,PH - PKR,,,D-51,P173,Putatan,Sabah,088-778865,,husainisahari67@gmail.com / parlimenputatan@gmail.com,"Pejabat Pusat Khidmat Ahli Parlimen P173 Putatan, Lot 1 Aras 2 Silvergate Plaza Jalan Taipakkung 88200 Putatan Sabah",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.173-PUTATAN.png,,MAKLUMAT,
203,Tuan Cha Kee Chin,PH - DAP,,,D-50,P130,Rasah,Negeri Sembilan,06-6015557,06-6015357,pejabatmprasah@gmail.com,"No. 531, Tingkat Bawah, Jalan Haruan 4/6, Pusat Komersial Oakland,70300 Seremban, Negeri Sembilan.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.130-RASAH.png,,MAKLUMAT,
204,Tuan Sanisvara Nethaji Rayer a/l Rajaji,PH - DAP,,,D-37,P050,Jelutong,Pulau Pinang,04-2828678,04-2299815,p50.jelutong@yahoo.com,"No. 90E, Lorong Perak, 11600 Jelutong, Pulau Pinang.",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.050-JELUTONG.png,,MAKLUMAT,
205,Puan Noorita binti Sual,PH - DAP,,,D-56,P181,Tenom,Sabah,087-734898,,parlimenp181tenom@gmail.com,"Tingkat 1, Dewan Datuk Seri Panglima Antanom, 89908 Tenom, Sabah",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.181-TENOM.png,,MAKLUMAT,
206,Dato Muhammad Bakhtiar bin Wan Chik,PH - PKR,,,E-37,P053,Balik Pulau,Pulau Pinang,04-8660807,04-8660997,bakhtiar.m@gmail.com,"8 Jalan Bidai U8/22, Bukit Jelutong 40150 Shah Alam, Selangor",https://www.parlimen.gov.my//images/webuser/ahli/2013/P.053-BALIK PULAU.png,,MAKLUMAT,
